GenomeName,A_content,T_content,G_content,C_content,Size
g__Pefudensovirus.s__Planococcus_citri_densovirus,1612,973,969,1570,5124
g__Pegivirus.s__Equine_pegivirus_1,1655,3061,2748,2574,10035
g__Pegivirus.s__GB_virus_C,1546,2750,2322,2004,8622
g__Pegivirus.s__Pegivirus_A,1661,2856,2309,2153,8904
g__Pegivirus.s__Rodent_pegivirus,1671,3254,3108,2422,10455
g__Pelagibaca.s__Pelagibaca_bermudensis,783396,1584290,1598100,781613,4747399
g__Pelagibacterium.s__Pelagibacterium_halotolerans,651262,1071445,1095200,684200,3502107
g__Pelamoviroid.s__Chrysanthemum_chlorotic_mottle_viroid,87,112,109,91,399
g__Pelamoviroid.s__Peach_latent_mosaic_viroid,80,90,87,80,337
g__Pelistega.s__Pelistega_sp_HM_7,551452,397987,324348,544816,1818513
g__Pelobacter.s__Pelobacter_carbinolicus,683541,899738,865988,703139,3152406
g__Pelobacter.s__Pelobacter_propionicus,715369,1022437,1023097,657636,3418539
g__Pelodictyon.s__Pelodictyon_luteolum,447148,580553,613654,410486,2051841
g__Pelodictyon.s__Pelodictyon_phaeoclathratiforme,653317,639979,597380,640881,2531557
g__Pelosinus.s__Pelosinus_fermentans,2695679,2024907,1532263,2528367,8781207
g__Pelosinus.s__Pelosinus_sp_HCF1,1292922,979665,741100,1214759,4228446
g__Pelotomaculum.s__Pelotomaculum_thermopropionicum,606017,747271,631929,538989,2524206
g__Penicillium.s__Penicillium_chrysogenum,4142913,4378179,4677785,3910399,17108775
g__Peptoniphilus.s__Peptoniphilus_duerdenii,704322,364236,277846,508553,1854957
g__Peptoniphilus.s__Peptoniphilus_harei,594334,324966,250767,465858,1635925
g__Peptoniphilus.s__Peptoniphilus_indolicus,713321,372747,232867,559489,1878424
g__Peptoniphilus.s__Peptoniphilus_lacrimalis,807846,379408,259191,644006,2090451
g__Peptoniphilus.s__Peptoniphilus_rhinitidis,660559,312984,201500,520758,1695801
g__Peptoniphilus.s__Peptoniphilus_sp_BV3AC2,668607,342767,263453,479028,1753852
g__Peptoniphilus.s__Peptoniphilus_sp_JC140,606585,310142,219886,481285,1617898
g__Peptoniphilus.s__Peptoniphilus_sp_oral_taxon_375,530120,370356,331943,432854,1665273
g__Peptoniphilus.s__Peptoniphilus_sp_oral_taxon_386,513716,258320,159890,399638,1331564
g__Peptoniphilus.s__Peptoniphilus_sp_oral_taxon_836,557574,267794,183786,455601,1464755
g__Peptoniphilus.s__Peptoniphilus_sp_ph5,667869,355672,270905,520517,1814963
g__Peptoniphilus.s__Peptoniphilus_timonensis,492000,235121,165428,392430,1284979
g__Peptostreptococcaceae_noname.s__Clostridium_bartlettii,1027245,460756,294067,749451,2531519
g__Peptostreptococcaceae_noname.s__Clostridium_bifermentans,1869348,824808,489903,1410993,4595052
g__Peptostreptococcaceae_noname.s__Clostridium_difficile,8792283,5516693,4006790,6989715,25305352
g__Peptostreptococcaceae_noname.s__Clostridium_glycolicum,1392676,630815,380799,1060138,3464422
g__Peptostreptococcaceae_noname.s__Clostridium_hiranonis,822220,416642,254621,593557,2087040
g__Peptostreptococcaceae_noname.s__Clostridium_sordellii,1451080,624387,366107,1094894,3536468
g__Peptostreptococcaceae_noname.s__Clostridium_sticklandii,898876,481897,338614,706851,2426238
g__Peptostreptococcaceae_noname.s__Eubacterium_yurii,767100,413430,293826,580359,2054715
g__Peptostreptococcus.s__Peptostreptococcus_anaerobius,796464,480671,322188,608302,2207625
g__Peptostreptococcus.s__Peptostreptococcus_stomatis,551643,364832,244868,437475,1598818
g__Percavirus.s__Equid_herpesvirus_2,21947,33280,32430,19848,107505
g__Perhabdovirus.s__Anguillid_rhabdovirus,3693,2620,2339,3016,11668
g__Perhabdovirus.s__Perch_rhabdovirus,3670,2715,2212,2710,11307
g__Perkinsus.s__Perkinsus_marinus,4874243,5489505,4630480,4849166,19837274
g__Perlucidibaca.s__Perlucidibaca_piscinae,371706,710741,739607,390777,2212831
g__Persephonella.s__Persephonella_marina,634606,398771,281191,505142,1819710
g__Pestivirus.s__Border_disease_virus,3818,3050,2272,2548,11688
g__Pestivirus.s__Bovine_viral_diarrhea_virus_1,3856,3086,2395,2630,11967
g__Pestivirus.s__Bovine_viral_diarrhea_virus_2,3853,2941,2309,2591,11694
g__Pestivirus.s__Bovine_viral_diarrhea_virus_3,3759,3112,2306,2541,11700
g__Pestivirus.s__Classical_swine_fever_virus,3689,3044,2409,2555,11697
g__Pestivirus.s__Pestivirus_Giraffe_1,3854,3134,2413,2569,11970
g__Pestivirus.s__Pestivirus_strain_Aydin_04_TR,3762,3030,2325,2571,11688
g__Petrotoga.s__Petrotoga_mobilis,699174,377707,278316,562918,1918115
g__Petuvirus.s__Petunia_vein_clearing_virus,2189,1159,1364,1828,6540
g__Phaeobacter.s__Phaeobacter_gallaeciensis,1388922,2342219,2197376,1399445,7327962
g__Phaeobacter.s__Phaeobacter_inhibens,648175,1047164,968781,676326,3340446
g__Phaeodactylum.s__Phaeodactylum_tricornutum,3941181,3934547,3909611,3709338,15494521
g__Phaeospirillum.s__Phaeospirillum_fulvum,560794,1073541,1068697,616174,3319206
g__Phaeospirillum.s__Phaeospirillum_molischianum,612564,1064872,1044654,680735,3402735
g__Phaeovirus.s__Ectocarpus_siliculosus_virus_1,59424,63120,58660,49556,230760
g__Phaeovirus.s__Feldmannia_species_virus,32994,35877,33528,28434,130833
g__Phascolarctobacterium.s__Phascolarctobacterium_succinatutens,488371,503847,417438,476892,1886548
g__Phenylobacterium.s__Phenylobacterium_zucineum,511176,1252549,1288585,496396,3548706
g__Phi29likevirus.s__Bacillus_phage_B103,5507,3380,2675,4350,15912
g__Phi29likevirus.s__Bacillus_phage_GA_1,7394,4040,3065,5865,20361
g__Phi29likevirus.s__Bacillus_phage_phi29,6114,4090,3260,4809,18273
g__Phic3unalikevirus.s__Streptomyces_phage_phiBT1,6950,12264,11154,6794,37159
g__Phic3unalikevirus.s__Streptomyces_phage_phiC31,6850,12464,11345,6724,37380
g__Phic3unalikevirus.s__Streptomyces_phage_phiSASD1,5460,10415,10714,5306,31895
g__PhiCD119likevirus.s__Clostridium_phage_phiC2,18444,8354,4588,12819,44205
g__PhiCD119likevirus.s__Clostridium_phage_phiCD119,17655,8009,4428,12013,42105
g__PhiCD119likevirus.s__Clostridium_phage_phiCD27,19352,8891,4944,13487,46674
g__Phieco32likevirus.s__Cronobacter_phage_vB_CsaP_GAP52,20326,17406,14592,19424,71748
g__Phieco32likevirus.s__Enterobacteria_phage_Phieco32,20770,16619,13364,19720,70473
g__Phikmvlikevirus.s__Cronobacter_phage_vB_CskP_GAP227,9255,11437,10382,7836,38910
g__Phikmvlikevirus.s__Escherichia_phage_phiKT,8519,9047,8436,7784,33786
g__Phikmvlikevirus.s__Pantoea_phage_LIMElight,9928,11705,10631,8866,41130
g__Phikmvlikevirus.s__Pantoea_phage_LIMEzero,9484,11415,10909,8311,40119
g__Phikmvlikevirus.s__Pseudomonas_phage_LKA1,8211,12250,11498,7098,39057
g__Phikmvlikevirus.s__Pseudomonas_phage_LKD16,8348,12365,12393,6572,39678
g__Phikmvlikevirus.s__Pseudomonas_phage_LUZ19,8406,12465,12500,6658,40029
g__Phikmvlikevirus.s__Pseudomonas_phage_MPK6,8217,12174,12250,6479,39120
g__Phikmvlikevirus.s__Pseudomonas_phage_MPK7,8408,12484,12490,6641,40023
g__Phikmvlikevirus.s__Pseudomonas_phage_phi_2,8614,11628,11246,7227,38715
g__Phikmvlikevirus.s__Pseudomonas_phage_phikF77,8409,12547,12610,6694,40260
g__Phikmvlikevirus.s__Pseudomonas_phage_phiKMV,8148,12159,12181,6479,38967
g__Phikmvlikevirus.s__Pseudomonas_phage_PT2,8323,12349,12378,6592,39642
g__Phikmvlikevirus.s__Pseudomonas_phage_PT5,8201,12178,12245,6466,39090
g__Phikmvlikevirus.s__Pseudomonas_phage_vB_Pae_TbilisiM32,8174,12138,12207,6442,38961
g__Phikmvlikevirus.s__Ralstonia_phage_RSB1,8421,12572,11748,6559,39300
g__Phikmvlikevirus.s__Vibrio_phage_VP93,10370,10404,9217,9654,39645
g__Phikzlikevirus.s__Pseudomonas_phage_201phi2_1,83669,70366,65915,78955,298905
g__Phikzlikevirus.s__Pseudomonas_phage_EL,51371,51448,45627,46962,195408
g__Phikzlikevirus.s__Pseudomonas_phage_phiKZ,79992,48844,42215,73647,244698
g__Phipapillomavirus.s__Phipapillomavirus_1,2055,1680,1505,1846,7086
g__Phlebovirus.s__Aguacate_virus,3633,2833,2212,3112,11790
g__Phlebovirus.s__Candiru_virus,3774,2638,2073,3323,11808
g__Phlebovirus.s__Razdan_virus,3386,2790,2367,2787,11330
g__Phlebovirus.s__Rift_Valley_fever_virus,3202,2826,2332,3049,11409
g__Phlebovirus.s__Sandfly_fever_Naples_virus,3843,3127,2711,3320,13001
g__Phlebovirus.s__Sandfly_fever_Sicilian_virus,3594,2897,2267,3086,11844
g__Phlebovirus.s__Uukuniemi_virus,2992,2728,2486,2720,10926
g__Photobacterium.s__Photobacterium_angustum,1280631,929060,815750,1243632,4269073
g__Photobacterium.s__Photobacterium_damselae,1100108,829556,736785,1088162,3754611
g__Photobacterium.s__Photobacterium_profundum,2818903,2198300,1915242,2757149,9689552
g__Photobacterium.s__Photobacterium_sp_SKA34,1220482,882455,773612,1188699,4065248
g__Photorhabdus.s__Photorhabdus_asymbiotica,1168069,962781,814971,1152270,4098091
g__Photorhabdus.s__Photorhabdus_luminescens,1249081,1041676,890888,1220888,4402533
g__Photorhabdus.s__Photorhabdus_temperata,1349362,1185572,1006554,1323534,4864989
g__Phycisphaera.s__Phycisphaera_mikurensis,453089,1210141,1246546,445784,3355560
g__Phycodnaviridae_noname.s__Ostreococcus_tauri_virus_1,52716,40435,36896,42483,172524
g__Phycodnaviridae_noname.s__Ostreococcus_tauri_virus_2,53491,38116,33644,44712,169963
g__Phycodnaviridae_noname.s__Ostreococcus_virus_OsV5,54857,42536,38705,45321,181419
g__Phyllobacterium.s__Phyllobacterium_sp_YR531,1027957,1246182,1172884,1068363,4515386
g__Phytoreovirus.s__Homalodisca_vitripennis_reovirus,7935,5033,4127,6725,23820
g__Phytoreovirus.s__Rice_dwarf_virus,6482,5281,4873,6644,23280
g__Phytoreovirus.s__Rice_gall_dwarf_virus,7548,5122,4121,6591,23382
g__Picobirnavirus.s__Human_picobirnavirus,1063,980,863,1033,3939
g__Picornavirales_noname.s__Canine_picornavirus,2112,1595,1272,2158,7137
g__Picornavirales_noname.s__Marine_RNA_virus_JP_A,2139,1801,1565,2520,8025
g__Picornavirales_noname.s__Marine_RNA_virus_JP_B,2219,1518,1359,2341,7437
g__Picornaviridae_noname.s__Bat_picornavirus_1,1772,1685,1528,2167,7152
g__Picornaviridae_noname.s__Bat_picornavirus_2,1947,1659,1397,2116,7119
g__Picornaviridae_noname.s__Bat_picornavirus_3,1775,1635,1905,1702,7017
g__Picornaviridae_noname.s__Bovine_hungarovirus,1826,1605,1460,1841,6732
g__Picornaviridae_noname.s__Eel_picornavirus_1,1967,1533,1484,1796,6780
g__Picornaviridae_noname.s__Feline_picornavirus,1711,1746,1838,1719,7014
g__Picornaviridae_noname.s__Pigeon_picornavirus_B,1971,1688,1566,1813,7032
g__Picornaviridae_noname.s__Quail_picornavirus_QPV1_HUN_2010,2092,1852,1548,1957,7449
g__Picornaviridae_noname.s__Turkey_gallivirus,1683,1496,2092,2154,7425
g__Picrophilus.s__Picrophilus_torridus,494916,292400,231969,394690,1413975
g__Pipapillomavirus.s__Pipapillomavirus_1,1880,1808,1469,1779,6936
g__Pipapillomavirus.s__Pipapillomavirus_2,3988,3431,2839,3644,13902
g__Pirellula.s__Pirellula_staleyi,1138086,1523013,1546892,1093159,5301150
g__Piscirickettsia.s__Piscirickettsia_salmonis,1040932,762832,653901,1014135,3471797
g__Planctomyces.s__Planctomyces_brasiliensis,1136759,1462924,1438625,1066361,5104669
g__Planctomyces.s__Planctomyces_limnophilus,1033786,1254478,1222389,1043857,4554510
g__Planctomyces.s__Planctomyces_maris,1680999,1753477,1668066,1553457,6655999
g__Planctomycetaceae_noname.s__planctomycete_KSU_1,1040765,749751,601448,915182,3307146
g__Planococcus.s__Planococcus_antarcticus,916360,739299,619477,815603,3090739
g__Planococcus.s__Planococcus_donghaensis,912313,642113,516731,807002,2878159
g__Planococcus.s__Planococcus_halocryophilus,769445,549105,440329,683520,2442381
g__Plasmavirus.s__Acholeplasma_phage_L2,3340,1583,1339,2882,9144
g__Plasmodium.s__Plasmodium_berghei,3405853,1073876,845151,2481527,7805672
g__Plasmodium.s__Plasmodium_chabaudi,3230286,1073880,849657,2347976,7499885
g__Plasmodium.s__Plasmodium_falciparum,5372608,1660786,1167910,3699993,11901285
g__Plasmodium.s__Plasmodium_knowlesi,3886576,2434599,1963307,2640553,10925035
g__Plasmodium.s__Plasmodium_vivax,3889349,3026628,2610534,2684057,12210109
g__Plasmodium.s__Plasmodium_yoelii,4444324,1414039,1070185,3106853,10028645
g__Plectrovirus.s__Acholeplasma_phage_MV_L1,1791,705,790,1205,4491
g__Plectrovirus.s__Spiroplasma_kunkelii_virus_SkV1_CR2_3x,2498,1014,522,2578,6612
g__Plectrovirus.s__Spiroplasma_phage_1_C74,2079,813,425,2116,5433
g__Plectrovirus.s__Spiroplasma_phage_1_R8A2B,2109,871,451,2161,5592
g__Plectrovirus.s__Spiroplasma_phage_SVTS2,1683,632,361,1782,4458
g__Plesiocystis.s__Plesiocystis_pacifica,1408892,3206351,3506725,1299390,9421358
g__Plesiomonas.s__Plesiomonas_shigelloides,746589,898791,799170,766739,3211289
g__Pleurocapsa.s__Pleurocapsa_minor,1111981,946637,928962,1046133,4033713
g__Pleurocapsa.s__Pleurocapsa_sp_PCC_7319,1842073,1252000,1128261,1751356,5973690
g__Pneumovirus.s__Bovine_respiratory_syncytial_virus,5609,2521,2533,4326,14989
g__Pneumovirus.s__Human_respiratory_syncytial_virus,5288,2205,2351,3851,13695
g__Pneumovirus.s__Murine_pneumonia_virus,4690,3032,2875,3991,14588
g__Pneumovirus.s__Respiratory_syncytial_virus,5836,2356,2652,4214,15058
g__Poacevirus.s__Caladenia_virus_A,2826,2148,1809,2469,9228
g__Poacevirus.s__Sugarcane_streak_mosaic_virus,3083,2209,2026,2498,9813
g__Poacevirus.s__Triticum_mosaic_virus,2994,2342,1720,2694,9750
g__Podospora.s__Podospora_anserina,3649185,4342328,4402646,3257030,15651075
g__Podoviridae_noname.s__Acinetobacter_phage_AB3,8765,6064,4795,7991,27615
g__Podoviridae_noname.s__Acinetobacter_phage_Abp1,12369,8689,6750,11288,39096
g__Podoviridae_noname.s__Actinomyces_phage_Av_1,4236,4434,3820,4067,16557
g__Podoviridae_noname.s__Aeromonas_phage_phiAS7,9174,11363,10418,7169,38124
g__Podoviridae_noname.s__Alteromonas_phage_vB_AmaP_AD45_P,26074,18381,16941,20305,81701
g__Podoviridae_noname.s__Bacteriophage_APSE_2,10495,8138,6957,8608,34198
g__Podoviridae_noname.s__Brucella_phage_Pr,9728,9578,7881,8906,36093
g__Podoviridae_noname.s__Brucella_phage_Tb,10321,10209,8394,9521,38445
g__Podoviridae_noname.s__Burkholderia_phage_Bcep22,12003,20250,19704,8900,60857
g__Podoviridae_noname.s__Burkholderia_phage_BcepIL02,11412,19933,19562,8430,59337
g__Podoviridae_noname.s__Burkholderia_phage_BcepMigl,11646,19893,19338,8548,59425
g__Podoviridae_noname.s__Cellulophaga_phage_phi13_2,26557,12911,9549,18411,67428
g__Podoviridae_noname.s__Cellulophaga_phage_phi14_2,38465,17416,12193,31142,99216
g__Podoviridae_noname.s__Cellulophaga_phage_phi17_2,53193,27023,18458,39376,138050
g__Podoviridae_noname.s__Cellulophaga_phage_phi18_3,26503,12904,9569,18542,67518
g__Podoviridae_noname.s__Cellulophaga_phage_phi19_3,28178,13591,10090,19802,71661
g__Podoviridae_noname.s__Cellulophaga_phage_phi38_1,24050,15210,10749,17427,67436
g__Podoviridae_noname.s__Cellulophaga_phage_phi4_1,53610,27221,18660,39772,139263
g__Podoviridae_noname.s__Cellulophaga_phage_phi46_3,26774,12800,9620,18654,67848
g__Podoviridae_noname.s__Clostridium_phage_phi24R,7363,3176,1816,5555,17910
g__Podoviridae_noname.s__Clostridium_phage_phiCP7R,6223,3368,2222,4369,16182
g__Podoviridae_noname.s__Clostridium_phage_phiCPV4,6344,3437,2260,4408,16449
g__Podoviridae_noname.s__Clostridium_phage_phiZP2,6344,3448,2261,4387,16440
g__Podoviridae_noname.s__Cyanophage_9515_10a,14861,9545,7960,12344,44710
g__Podoviridae_noname.s__Cyanophage_NATL1A_7,14456,8943,7652,11526,42577
g__Podoviridae_noname.s__Cyanophage_NATL2A_133,14476,9299,7813,11808,43396
g__Podoviridae_noname.s__Cyanophage_PP,11497,9059,8943,9264,38763
g__Podoviridae_noname.s__Endosymbiont_phage_APSE_1,11017,8598,7741,9241,36597
g__Podoviridae_noname.s__Enterobacteria_phage_933W_sensu_lato,25607,24502,22202,22699,95010
g__Podoviridae_noname.s__Enterobacteria_phage_IME10,6327,5764,5139,4802,22032
g__Podoviridae_noname.s__Enterobacteria_phage_Min27,19589,18766,15666,16380,70401
g__Podoviridae_noname.s__Erwinia_phage_PEp14,12257,18360,18203,9095,57915
g__Podoviridae_noname.s__Erwinia_phage_phiEa100,10795,11036,9542,9829,41202
g__Podoviridae_noname.s__Escherichia_phage_TL_2011c,18892,18321,15631,16097,68941
g__Podoviridae_noname.s__Helicobacter_phage_1961P,10974,5566,4553,6909,28002
g__Podoviridae_noname.s__Helicobacter_phage_KHP30,9264,4694,3899,5897,23754
g__Podoviridae_noname.s__Helicobacter_phage_KHP40,9526,4918,4028,6101,24573
g__Podoviridae_noname.s__Klebsiella_phage_KP34,10147,12082,10388,8861,41478
g__Podoviridae_noname.s__Lactococcus_phage_asccphi28,6311,3146,2679,5117,17253
g__Podoviridae_noname.s__Lactococcus_phage_KSY1,26470,13973,12041,21376,73860
g__Podoviridae_noname.s__Liberibacter_phage_SC1,11416,8543,6615,9807,36381
g__Podoviridae_noname.s__Liberibacter_phage_SC2,11284,8030,5783,9652,34749
g__Podoviridae_noname.s__Mycoplasma_phage_P1,4451,1579,1388,3707,11125
g__Podoviridae_noname.s__Myxococcus_phage_Mx8,8073,16379,15400,6987,46839
g__Podoviridae_noname.s__Pelagibacter_phage_HTVC010P,12131,5714,4497,8990,31329
g__Podoviridae_noname.s__Pelagibacter_phage_HTVC011P,14448,6716,5174,10742,37080
g__Podoviridae_noname.s__Pelagibacter_phage_HTVC019P,14997,7548,5833,11093,39471
g__Podoviridae_noname.s__Phormidium_phage_Pf_WMP3,11811,9382,9152,9624,39969
g__Podoviridae_noname.s__Phormidium_phage_Pf_WMP4,9579,9285,9645,8106,36615
g__Podoviridae_noname.s__Planktothrix_phage_PaV_LD,27532,19691,16283,22177,85683
g__Podoviridae_noname.s__Prochlorococcus_phage_P_SSP10,14902,9564,7946,12353,44765
g__Podoviridae_noname.s__Prochlorococcus_phage_P_SSP7,14548,8676,7534,11325,42083
g__Podoviridae_noname.s__Pseudoalteromonas_phage_RIO_1,12124,10032,8289,10393,40838
g__Podoviridae_noname.s__Pseudomonas_phage_119X,11682,9910,8581,10948,41121
g__Podoviridae_noname.s__Pseudomonas_phage_AF,9742,12245,11994,7473,41454
g__Podoviridae_noname.s__Pseudomonas_phage_Bf7,8599,11251,10851,7036,37737
g__Podoviridae_noname.s__Pseudomonas_phage_F116,12475,19399,19025,9842,60741
g__Podoviridae_noname.s__Pseudomonas_phage_PaP2,12257,10390,9124,11477,43248
g__Podoviridae_noname.s__Pseudomonas_phage_tf,10290,11564,11210,9488,42552
g__Podoviridae_noname.s__Pseudomonas_phage_UFV_P2,10476,11376,10435,9932,42219
g__Podoviridae_noname.s__Puniceispirillum_phage_HMO_2011,15753,12172,9974,13152,51051
g__Podoviridae_noname.s__Roseobacter_phage_SIO1,8303,7433,6674,7776,30183
g__Podoviridae_noname.s__Salinivibrio_phage_CW02,12706,12121,9877,11078,45782
g__Podoviridae_noname.s__Salmonella_phage_7_11,23023,19509,16506,22212,81250
g__Podoviridae_noname.s__Salmonella_phage_SPN1S,9807,9736,8718,8426,36687
g__Podoviridae_noname.s__Salmonella_phage_SPN9CC,10866,9756,8480,8703,37805
g__Podoviridae_noname.s__Staphylococcus_phage_S24_1,6756,2726,2251,5298,17031
g__Podoviridae_noname.s__Streptococcus_phage_Cp_1,5796,3574,3148,4448,16966
g__Podoviridae_noname.s__Synechococcus_phage_P60,9657,10137,10496,8599,38889
g__Podoviridae_noname.s__Synechococcus_phage_S_RIP1,11935,9033,8616,11365,40949
g__Podoviridae_noname.s__Synechococcus_phage_S_RIP2,11567,10100,10110,10980,42757
g__Podoviridae_noname.s__Synechococcus_phage_Syn5,10277,11060,13014,9434,43785
g__Podoviridae_noname.s__Thalassomonas_phage_BA3,11762,8245,6857,9952,36816
g__Podoviridae_noname.s__Vibrio_phage_ICP2,13675,10838,9027,12574,46114
g__Podoviridae_noname.s__Vibrio_phage_VP2,10119,9879,8646,8040,36684
g__Podoviridae_noname.s__Vibrio_phage_VP5,10295,9883,8692,8054,36924
g__Podoviridae_noname.s__Vibrio_phage_VPMS1,11449,9190,8375,9893,38907
g__Podoviridae_noname.s__Vibrio_phage_VpV262,11734,11274,9746,9723,42477
g__Podoviridae_noname.s__Vibrio_phage_VvAW1,10648,10377,8243,8568,37836
g__Podoviridae_noname.s__Weissella_phage_phiYS61,8904,6985,5983,7080,28952
g__Podoviridae_noname.s__Xanthomonas_citri_phage_CP2,6912,12534,12416,5293,37155
g__Podoviridae_noname.s__Xylella_phage_Xfas53,7701,10019,9452,6866,34038
g__Podoviridae_noname.s__Yersinia_phage_phi80_18,10756,10281,8446,9700,39180
g__Polaribacter.s__Polaribacter_franzmannii,2109081,1108561,851023,1794517,5863182
g__Polaribacter.s__Polaribacter_irgensii,830098,468711,367778,701172,2367759
g__Polaribacter.s__Polaribacter_sp_MED152,1009586,486276,358633,872250,2726745
g__Polaromonas.s__Polaromonas_naphthalenivorans,739184,1246527,1260665,702023,3948399
g__Polaromonas.s__Polaromonas_sp_CF318,814134,1462098,1530805,751280,4558317
g__Polaromonas.s__Polaromonas_sp_JS666,848188,1442239,1437236,830696,4558359
g__Polemovirus.s__Poinsettia_latent_virus,1195,1152,951,1229,4527
g__Polerovirus.s__Beet_chlorosis_virus,1545,1242,1240,1219,5246
g__Polerovirus.s__Beet_mild_yellowing_virus,1495,1258,1258,1238,5249
g__Polerovirus.s__Beet_western_yellows_virus,1432,1285,1318,1151,5186
g__Polerovirus.s__Brassica_yellows_virus,1436,1227,1288,1154,5105
g__Polerovirus.s__Carrot_red_leaf_virus,1491,1253,1273,1223,5240
g__Polerovirus.s__Cereal_yellow_dwarf_virus_RPS,1269,1244,1358,1165,5036
g__Polerovirus.s__Cereal_yellow_dwarf_virus_RPV,1294,1229,1331,1194,5048
g__Polerovirus.s__Chickpea_chlorotic_stunt_virus,1580,1307,1185,1270,5342
g__Polerovirus.s__Cotton_leafroll_dwarf_virus,1349,1334,1353,1270,5306
g__Polerovirus.s__Cucurbit_aphid_borne_yellows_virus,1394,1301,1314,1159,5168
g__Polerovirus.s__Maize_yellow_dwarf_virus_RMV,1347,1250,1298,1183,5078
g__Polerovirus.s__Melon_aphid_borne_yellows_virus,1424,1309,1321,1108,5162
g__Polerovirus.s__Pepper_vein_yellows_virus,1487,1395,1370,1216,5468
g__Polerovirus.s__Potato_leafroll_virus,1486,1315,1367,1174,5342
g__Polerovirus.s__Sugarcane_yellow_leaf_virus,1601,1436,1569,1435,6014
g__Polerovirus.s__Tobacco_vein_distorting_virus,1499,1374,1371,1227,5429
g__Polerovirus.s__Turnip_yellows_virus,2038,1698,1769,1604,7109
g__Polerovirus.s__Wheat_yellow_dwarf_virus_GPV,1338,1209,1383,1238,5168
g__Polynucleobacter.s__Polynucleobacter_necessarius,851239,768492,682495,884230,3186456
g__Polyomavirus.s__African_elephant_polyomavirus_1,1374,1121,1071,1327,4893
g__Polyomavirus.s__African_green_monkey_polyomavirus,1414,1025,832,1338,4609
g__Polyomavirus.s__Ateles_paniscus_polyomavirus_1,1357,1112,906,1208,4583
g__Polyomavirus.s__Bat_polyomavirus,1313,959,742,1153,4167
g__Polyomavirus.s__BK_polyomavirus,1568,1041,829,1340,4778
g__Polyomavirus.s__Bovine_polyomavirus,1461,1005,845,1214,4525
g__Polyomavirus.s__Budgerigar_fledgling_disease_polyomavirus,1338,1149,1165,1076,4728
g__Polyomavirus.s__California_sea_lion_polyomavirus_1,1516,1200,921,1316,4953
g__Polyomavirus.s__Cardioderma_polyomavirus,1512,994,1029,1406,4941
g__Polyomavirus.s__Cebus_albifrons_polyomavirus_1,1417,867,713,1285,4282
g__Polyomavirus.s__Chaerephon_polyomavirus_1,1401,946,827,1238,4412
g__Polyomavirus.s__Chimpanzee_polyomavirus,1493,916,812,1364,4585
g__Polyomavirus.s__Crow_polyomavirus,1313,1010,1035,1089,4447
g__Polyomavirus.s__Eidolon_polyomavirus_1,1426,1097,899,1289,4711
g__Polyomavirus.s__Equine_polyomavirus,1323,1072,868,1173,4436
g__Polyomavirus.s__Finch_polyomavirus,1323,1238,1328,1051,4940
g__Polyomavirus.s__Goose_hemorrhagic_polyomavirus,1229,1135,991,1047,4402
g__Polyomavirus.s__Hamster_polyomavirus,1457,1026,894,1253,4450
g__Polyomavirus.s__Human_polyomavirus_12,1470,993,818,1330,4611
g__Polyomavirus.s__Human_polyomavirus_9,1428,975,800,1367,4570
g__Polyomavirus.s__JC_polyomavirus,1417,967,756,1230,4370
g__Polyomavirus.s__KI_polyomavirus,1558,973,835,1287,4653
g__Polyomavirus.s__Macaca_fascicularis_polyomavirus_1,1476,983,810,1360,4629
g__Polyomavirus.s__Merkel_cell_polyomavirus,961,705,666,874,3206
g__Polyomavirus.s__Miniopterus_polyomavirus,1213,951,784,1153,4101
g__Polyomavirus.s__Murine_pneumotropic_virus,1322,906,868,1279,4375
g__Polyomavirus.s__Murine_polyomavirus,1427,1186,1102,1140,4855
g__Polyomavirus.s__MW_polyomavirus,2893,1792,1426,2386,8497
g__Polyomavirus.s__Orangutan_polyomavirus,1475,1013,794,1253,4535
g__Polyomavirus.s__Otomops_polyomavirus_1,1466,1034,885,1361,4746
g__Polyomavirus.s__Otomops_polyomavirus_2,1303,960,813,1231,4307
g__Polyomavirus.s__Pan_troglodytes_schweinfurthii_polyomavirus_2,1450,956,793,1314,4513
g__Polyomavirus.s__Pan_troglodytes_verus_polyomavirus_3,1495,1007,872,1363,4737
g__Polyomavirus.s__Pan_troglodytes_verus_polyomavirus_4,1564,975,833,1365,4737
g__Polyomavirus.s__Pan_troglodytes_verus_polyomavirus_5,1419,982,791,1367,4559
g__Polyomavirus.s__Piliocolobus_rufomitratus_polyomavirus_1,1546,1007,850,1350,4753
g__Polyomavirus.s__Polyomavirus_HPyV6,1375,1109,848,1243,4575
g__Polyomavirus.s__Polyomavirus_HPyV7,1302,1023,770,1099,4194
g__Polyomavirus.s__Pteronotus_polyomavirus,1432,1053,817,1208,4510
g__Polyomavirus.s__Simian_virus_12,1542,1113,903,1329,4887
g__Polyomavirus.s__Simian_virus_40,1518,1120,817,1361,4816
g__Polyomavirus.s__Squirrel_monkey_polyomavirus,1467,951,771,1342,4531
g__Polyomavirus.s__STL_polyomavirus,1483,862,728,1370,4443
g__Polyomavirus.s__Trichodysplasia_spinulosa_associated_polyomavirus,1373,908,761,1178,4220
g__Polyomavirus.s__Vervet_monkey_polyomavirus_1,1550,1013,846,1347,4756
g__Polyomavirus.s__WU_Polyomavirus,1452,909,697,1217,4275
